gene_id	gene_description	pathway	topic_ecosystem	category	subcategory
BAC0301	pbrR;D8IQ72_HERSS Pb-specific transcription regulator protein OS=Herbaspirillum seropedicae (strain SmR1) GN=pbrR PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0302	pbrT;Q5GR69_ALCXX Lead uptake protein PbrT OS=Alcaligenes xylosoxydans xylosoxydans GN=pbrT PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0506	pcm;R4IUI7_STEMA Protein-L-isoaspartate O-methyltransferase OS=Stenotrophomonas maltophilia GN=pcm PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0303	pcoA;PCOA_ECOLX Copper resistance protein A OS=Escherichia coli GN=pcoA PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0304	pcoB;PCOB_ECOLX Copper resistance protein B OS=Escherichia coli GN=pcoB PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0305	pcoC;PCOC_ECOLX Copper resistance protein C OS=Escherichia coli GN=pcoC PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0306	pcoD;PCOD_ECOLX Copper resistance protein D OS=Escherichia coli GN=pcoD PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0307	pcoE;PCOE_ECOLX Probable copper-binding protein PcoE OS=Escherichia coli GN=pcoE PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0308	pcoR;PCOR_ECOLX Transcriptional regulatory protein PcoR OS=Escherichia coli GN=pcoR PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0309	pcoS;PCOS_ECOLX Probable sensor protein PcoS OS=Escherichia coli GN=pcoS PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0481	pdrM;NORM_STRR6 Probable multidrug resistance protein NorM OS=Streptococcus pneumoniae (strain ATCC BAA-255 / R6) GN=norM PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0612	perO;D5AQ60_RHOCB Divalent ion symporter OS=Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003) GN=RCAP_rcc00882 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0310	perR;PERR_STAA8 Peroxide-responsive repressor PerR OS=Staphylococcus aureus (strain NCTC 8325) GN=perR PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0497	pfr;FTN_HELPY Ferritin OS=Helicobacter pylori (strain ATCC 700392 / 26695) GN=ftnA PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0311	pgpA/ltpgpA;MDR_LEITA Multidrug resistance protein OS=Leishmania tarentolae GN=PGPA PE=3 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0530	phoB;C4X6T6_KLEPN Response regulator in two-component regulatory system with PhoQ OS=Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 GN=phoP PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0531	phoR;C4X6T5_KLEPN Sensor kinase in two-component regulatory system with PhoP OS=Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 GN=phoQ PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0312	pitA;PITA_ECOLI Low-affinity inorganic phosphate transporter 1 OS=Escherichia coli (strain K12) GN=pitA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0313	pmpM;PMPM_PSEAE Multidrug resistance protein PmpM OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=pmpM PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0314	pmrA;PMRA_STRPN Multi-drug resistance efflux pump PmrA OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) GN=pmrA PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0487	pmrA;PMRA_PECSS Transcriptional regulatory protein PmrA OS=Pectobacterium sp. (strain SCC3193) GN=pmrA PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0488	pmrB;PMRB_PECSS Sensor histidine kinase PmrB OS=Pectobacterium sp. (strain SCC3193) GN=pmrB PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0485	pmrC;Q70FH1_PECCC Putative cytoplasmic membrane protein pmrC OS=Pectobacterium carotovorum subsp. carotovorum GN=pmrC PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0486	pmrG;AIS_SALTY Lipopolysaccharide core heptose(II)-phosphate phosphatase OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=ais PE=2 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0315	pstA;PSTA_ECOLI Phosphate transport system permease protein PstA OS=Escherichia coli (strain K12) GN=pstA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0316	pstB;PSTB_ECOLI Phosphate import ATP-binding protein PstB OS=Escherichia coli (strain K12) GN=pstB PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0317	pstC;PSTC_ECOLI Phosphate transport system permease protein PstC OS=Escherichia coli (strain K12) GN=pstC PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0318	pstS;PSTS_ECOLI Phosphate-binding protein PstS OS=Escherichia coli (strain K12) GN=pstS PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0319	qacA;QACA_STAAU Antiseptic resistance protein OS=Staphylococcus aureus GN=qacA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0320	qacB;Q7WUJ5_STAAU Antiseptic efflux protein QacB OS=Staphylococcus aureus GN=qacB PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0321	qacC/qacD/smr;QACC_STAAU Quaternary ammonium compound-resistance protein QacC OS=Staphylococcus aureus GN=qacC PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0322	qacE;QACE_ECOLX Quaternary ammonium compound-resistance protein QacE OS=Escherichia coli GN=qacE PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0323	qacEdelta1;Q7BQY4_PSEAI Disinfectant resistance protein OS=Pseudomonas aeruginosa GN=qacEdelta1 PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0324	qacF;QACF_ENTAE Quaternary ammonium compound-resistance protein QacF OS=Enterobacter aerogenes GN=qacF PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0325	qacG;QACG_STAS9 Quaternary ammonium compound-resistance protein QacG OS=Staphylococcus sp. (strain ST94) GN=qacG PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0326	qacH/qacI;QACH_STASA Quaternary ammonium compound-resistance protein QacH OS=Staphylococcus saprophyticus GN=qacH PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0327	qacJ;Q84EL2_STAAU QacJ protein OS=Staphylococcus aureus GN=qacJ PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0328	qacR;QACR_STAAU HTH-type transcriptional regulator QacR OS=Staphylococcus aureus GN=qacR PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0329	qacZ;Q82YU7_ENTFA Multidrug resistance protein OS=Enterococcus faecalis (strain ATCC 700802 / V583) GN=EF_A0010 PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0330	rcnA/yohM;RCNA_ECOLI Nickel/cobalt efflux system RcnA OS=Escherichia coli (strain K12) GN=rcnA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0331	rcnB/yohN;RCNB_ECOLI Nickel/cobalt homeostasis protein RcnB OS=Escherichia coli (strain K12) GN=rcnB PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0332	rcnR/yohL;RCNR_ECOLI Transcriptional repressor RcnR OS=Escherichia coli (strain K12) GN=rcnR PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0356	recG;Q9HTL3_PSEAE ATP-dependent DNA helicase RecG OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=recG PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0357	recG;B5L350_9PSED ATP-dependent DNA helicase (Fragment) OS=Pseudomonas corrugata GN=recG PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0333	ricR;O07434_MYCTU Regulated in copper repressor OS=Mycobacterium tuberculosis H37Rv GN=ricR PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0334	robA;ROB_ECOLI Right origin-binding protein OS=Escherichia coli (strain K12) GN=rob PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0335	rpoS;RPOS_SHIFL RNA polymerase sigma factor RpoS OS=Shigella flexneri GN=rpoS PE=3 SV=3	engineered systems	engineered systems	BactMet	biocide resistance
BAC0355	ruvB;RUVB_PSEAE Holliday junction ATP-dependent DNA helicase RuvB OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=ruvB PE=3 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0293	ruvB;B5L348_9PSED Malic enzyme family protein (Fragment) OS=Pseudomonas corrugata PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0336	sdeA;D1RKV4_LEGLO Multidrug resistance secretion protein SdeA OS=Legionella longbeachae D-4968 GN=sdeA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0337	sdeB;Q84GI9_SERMA Putative resistance-nodulation cell division protein SdeB OS=Serratia marcescens subsp. marcescens GN=sdeB PE=4 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0338	sdeX;Q7WSD6_SERMA Multidrug efflux pump SdeX OS=Serratia marcescens GN=sdeX PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0339	sdeY;Q7WSD5_SERMA Multidrug efflux pump SdeY OS=Serratia marcescens GN=sdeY PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0340	sepA;SEPA_PSEP1 Probable efflux pump periplasmic linker protein SepA OS=Pseudomonas putida (strain F1 / ATCC 700007) GN=sepA PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0341	silA;SILA_SALTM Putative cation efflux system protein SilA OS=Salmonella typhimurium GN=silA PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0342	silB;SILB_SALTM Putative membrane fusion protein SilB OS=Salmonella typhimurium GN=silB PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0343	silC;SILC_SALTM Probable outer membrane lipoprotein SilC OS=Salmonella typhimurium GN=silC PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0344	silE;SILE_SALTM Silver-binding protein SilE OS=Salmonella typhimurium GN=silE PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0345	silF;Q9ZHD1_SALTM Uncharacterized protein OS=Salmonella typhimurium GN=ORF96 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0346	silP;SILP_SALTM Silver exporting P-type ATPase OS=Salmonella typhimurium GN=silP PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0347	silR;SILR_SALTM Probable transcriptional regulatory protein SilR OS=Salmonella typhimurium GN=silR PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0348	silS;SILS_SALTM Probable sensor kinase SilS OS=Salmonella typhimurium GN=silS PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0349	"sitA;Q9XCS2_SALTI Iron transport protein	 periplasmic-binding protein OS=Salmonella typhi GN=sitA PE=3 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0350	sitB;Q9XCS1_SALTM SitB OS=Salmonella typhimurium GN=sitB PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0351	sitC;Q9XCS0_SALTM SitC OS=Salmonella typhimurium GN=sitC PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0352	sitD;Q9XCR9_SALTM SitD OS=Salmonella typhimurium GN=sitD PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0353	smdA;A7VN01_SERMA Multidrug efflux pump SmdA OS=Serratia marcescens GN=smdA PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0354	smdB;A7VN02_SERMA Multidrug efflux pump SmdB OS=Serratia marcescens GN=smdB PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0359	"smeE;I0KSX8_STEMA RND efflux system	 inner membrane transporter OS=Stenotrophomonas maltophilia D457 GN=smeE PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0360	smeF;Q9F239_STEMA Outer membrane protein OS=Stenotrophomonas maltophilia GN=smeF PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0362	smeT;Q5MXJ5_STEMA Repressor SmeT OS=Stenotrophomonas maltophilia GN=smeT PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0363	smfY;Q2AAU2_SERMA Multidrug efflux pump SmfY OS=Serratia marcescens GN=smfY PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0364	smrA;C7SLZ1_STEMA ABC-type multidrug efflux pump (Fragment) OS=Stenotrophomonas maltophilia GN=smrA PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0365	smtA;MT_SYNE7 Metallothionein OS=Synechococcus elongatus (strain PCC 7942) GN=smtA PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0366	smtB/ziaR;SMTB_SYNE7 Transcriptional repressor SmtB OS=Synechococcus elongatus (strain PCC 7942) GN=smtB PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0367	smvA/emrB;SMVA_SALT1 Methyl viologen resistance protein SmvA OS=Salmonella typhimurium (strain 14028s / SGSC 2262) GN=smvA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0368	sodA;SODM_ECOLI Superoxide dismutase [Mn] OS=Escherichia coli (strain K12) GN=sodA PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0370	soxR;SOXR_ECOLI Redox-sensitive transcriptional activator SoxR OS=Escherichia coli (strain K12) GN=soxR PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0371	soxS;SOXS_ECOLI Regulatory protein SoxS OS=Escherichia coli (strain K12) GN=soxS PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0372	srpA;SRPA_PSEPU Solvent efflux pump periplasmic linker SrpA OS=Pseudomonas putida GN=srpA PE=2 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0373	srpB;SRPB_PSEPU Solvent-resistant pump membrane transporter SrpB OS=Pseudomonas putida GN=srpB PE=2 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0374	srpC;SRPC_PSEPU Solvent efflux pump outer membrane protein SrpC OS=Pseudomonas putida GN=srpC PE=2 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0152	srpC;SRPC_SYNE7 Probable chromate transport protein OS=Synechococcus elongatus (strain PCC 7942) GN=srpC PE=2 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0375	srpR;SRPR_PSEPU HTH-type transcriptional regulator SrpR OS=Pseudomonas putida GN=srpR PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0376	srpS;SRPS_PSEPU HTH-type transcriptional regulator SrpS OS=Pseudomonas putida GN=srpS PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0377	ssmE;A7VN75_SERMA Multidrug efflux pump SsmE OS=Serratia marcescens GN=ssmE PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0378	sugE;SUGE_ECOLI Quaternary ammonium compound-resistance protein SugE OS=Escherichia coli (strain K12) GN=sugE PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0379	tbtA;Q71UZ7_PSEST Membrane fusion protein TbtA OS=Pseudomonas stutzeri GN=tbtA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0380	tbtB;Q71UZ6_PSEST Resistance nodulation cell division family member TbtB OS=Pseudomonas stutzeri GN=tbtB PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0381	tbtM;Q71UZ5_PSEST Outer membrane protein TbtM OS=Pseudomonas stutzeri GN=tbtM PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0382	tbtR;Q71UZ4_PSEST Putative efflux pump regulator TbtR OS=Pseudomonas stutzeri GN=tbtR PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0383	tcrB;Q8VPE6_ENTFC TcrB OS=Enterococcus faecium GN=tcrB PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0384	tehA;TEHA_ECOLI Tellurite resistance protein TehA OS=Escherichia coli (strain K12) GN=tehA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0385	tehB;TEHB_ECOLI Tellurite methyltransferase OS=Escherichia coli (strain K12) GN=tehB PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0386	terA;TERA_ALCSP Tellurium resistance protein TerA OS=Alcaligenes sp. GN=terA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0387	terB;TERB_ALCSP Tellurium resistance protein TerB OS=Alcaligenes sp. GN=terB PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0388	terC;TERC_ALCSP Tellurium resistance protein TerC OS=Alcaligenes sp. GN=terC PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0389	terD;TERD_ALCSP Tellurium resistance protein TerD OS=Alcaligenes sp. GN=terD PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0390	terE;TERE_ALCSP Tellurium resistance protein TerE OS=Alcaligenes sp. GN=terE PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0391	terW;TERW_SERMA Tellurium resistance protein TerW OS=Serratia marcescens GN=terW PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0392	terZ;TERZ_SERMA Tellurium resistance protein TerZ OS=Serratia marcescens GN=terZ PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0393	tolC;TOLC_ECOLI Outer membrane protein TolC OS=Escherichia coli (strain K12) GN=tolC PE=1 SV=3	engineered systems	engineered systems	BactMet	biocide resistance
BAC0507	tolCsm;R4ITT0_STEMA Outer membrane protein OS=Stenotrophomonas maltophilia GN=tolCsm PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0394	trgA;O33548_RHOSH TrgA OS=Rhodobacter sphaeroides GN=trgA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0395	trgB;O07841_RHOSH Tellurite resistance protein OS=Rhodobacter sphaeroides GN=trgB PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0396	triA;Q663F0_YERPS TriA protein OS=Yersinia pseudotuberculosis serotype I (strain IP32953) GN=triA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0397	triB;Q663E9_YERPS TriB Protein OS=Yersinia pseudotuberculosis serotype I (strain IP32953) GN=triB PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0398	triC;Q663E8_YERPS TriC protein OS=Yersinia pseudotuberculosis serotype I (strain IP32953) GN=triC PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0399	troA;TROA_TREPA Periplasmic zinc-binding protein TroA OS=Treponema pallidum (strain Nichols) GN=troA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0400	troB;TROB_TREPA Zinc transport system ATP-binding protein TroB OS=Treponema pallidum (strain Nichols) GN=troB PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0401	troC;TROC_TREPA Zinc transport system membrane protein TroC OS=Treponema pallidum (strain Nichols) GN=troC PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0402	troD;TROD_TREPA Zinc transport system membrane protein TroD OS=Treponema pallidum (strain Nichols) GN=troD PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0403	troR;P96120_TREPL TroR OS=Treponema pallidum GN=troR PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0404	ttgA;TTGA_PSEPT Toluene efflux pump periplasmic linker protein TtgA OS=Pseudomonas putida (strain DOT-T1E) GN=ttgA PE=2 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0405	ttgB;TTGB_PSEPT Toluene efflux pump membrane transporter TtgB OS=Pseudomonas putida (strain DOT-T1E) GN=ttgB PE=2 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0406	ttgC;TTGC_PSEPT Toluene efflux pump outer membrane protein TtgC OS=Pseudomonas putida (strain DOT-T1E) GN=ttgC PE=2 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0407	ttgD;TTGD_PSEPT Toluene efflux pump periplasmic linker protein TtgD OS=Pseudomonas putida (strain DOT-T1E) GN=ttgD PE=2 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0408	ttgE;TTGE_PSEPT Toluene efflux pump membrane transporter TtgE OS=Pseudomonas putida (strain DOT-T1E) GN=ttgE PE=2 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0409	ttgF;TTGF_PSEPT Toluene efflux pump outer membrane protein TtgF OS=Pseudomonas putida (strain DOT-T1E) GN=ttgF PE=2 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0410	ttgG;TTGG_PSEPT Toluene efflux pump periplasmic linker protein TtgG OS=Pseudomonas putida (strain DOT-T1E) GN=ttgG PE=2 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0411	ttgH;TTGH_PSEPT Toluene efflux pump membrane transporter TtgH OS=Pseudomonas putida (strain DOT-T1E) GN=ttgH PE=2 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0412	ttgI;TTGI_PSEPT Toluene efflux pump outer membrane protein TtgI OS=Pseudomonas putida (strain DOT-T1E) GN=ttgI PE=2 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0413	ttgR;TTGR_PSEPT HTH-type transcriptional regulator TtgR OS=Pseudomonas putida (strain DOT-T1E) GN=ttgR PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0414	ttgT;E0X9D2_PSEPU TtgT OS=Pseudomonas putida PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0415	ttgV;TTGV_PSEPT HTH-type transcriptional regulator TtgV OS=Pseudomonas putida (strain DOT-T1E) GN=ttgV PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0416	ttgW;TTGW_PSEPT Uncharacterized HTH-type transcriptional regulator TtgW OS=Pseudomonas putida (strain DOT-T1E) GN=ttgW PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0601	"tunR;Q72FN4_DESVH Molybdenum-pterin binding domain protein/site-specific recombinase	 phage integrase family OS=Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / NCIMB 8303) GN=DVU_0179 PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0605	tupA;Q93KD6_EUBAC Extracellular tungstate binding protein OS=Eubacterium acidaminophilum GN=tupA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0606	tupB;Q93KD5_EUBAC Permease component of tungstate ABC transporter OS=Eubacterium acidaminophilum GN=tupB PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0607	tupC;Q93KD4_EUBAC ATPase component of tungstate ABC transporter OS=Eubacterium acidaminophilum GN=tupC PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0417	"vcaM;Q9KKV4_VIBCH ABC transporter	 ATP-binding protein OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=VCA0996 PE=3 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0418	vceA;O51918_VIBCL VceA OS=Vibrio cholerae GN=vceA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0419	vceB;O51919_VIBCL VceB OS=Vibrio cholerae GN=vceB PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0420	"vceC;Q9KS51_VIBCH Multidrug resistance protein	 putative OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=VC1409 PE=1 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0421	"vceR;Q9KS52_VIBCH Transcriptional regulator	 TetR family OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=VC1408 PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0422	vcmA;NORM_VIBCH Multidrug resistance protein NorM OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=norM PE=3 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0423	vcrM;F8RKZ1_VIBCL VcrM OS=Vibrio cholerae GN=VcrM PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0527	vexA;Q9KVI1_VIBCH Putative uncharacterized protein OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=VC_0165 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0424	"vexB;Q9KVI2_VIBCH Multidrug resistance protein	 putative OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=VC_0164 PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0528	"vexC;Q9KR86_VIBCH Periplasmic linker protein	 putative OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=VC1756 PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0425	"vexD;Q9KR85_VIBCH Transporter	 AcrB/D/F family OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=VC1757 PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0426	vexE;A6P7H2_VIBCL Multidrug efflux transporter VexE OS=Vibrio cholerae GN=vexE PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0427	vexF;A6P7H3_VIBCL Multidrug efflux transporter VexF OS=Vibrio cholerae GN=vexF PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0509	"vexH;Q9KTI8_VIBCH Multidrug resistance protein	 putative OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=VC0914 PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0428	"vexK;Q9KRG9_VIBCH Transporter	 AcrB/D/F family OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=VC1673 PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0429	vmeA;Q2AAU4_VIBPH Membrane fusion protein VmeA OS=Vibrio parahaemolyticus GN=vmeA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
